noticia,medio,autor,titulo,fecha,lugar,oracion,sustantivos,adjetivos,verbos,personas,organizaciones,lugares,fechas,geopoliticos,eventos,polaridad,subjetividad
506.txt,International Times,"",Kronos protests break out in violence,20131112,"",Dozens of people have been injured in protests over perceived government corruption and perceived inability of politicians to improve the situation.,"dozen,people,protest,government,corruption,inability,politician,situation","","injure,perceive,perceive,improve","","","","","","",0.0,0.0
506.txt,International Times,"",Kronos protests break out in violence,20131112,"",Police used rubber bullets and tear gas to quell unrest in the capital Abila .,"police,rubber,bullet,gas,unrest,capital",tear,"use,quell","","","","",Abila,"",0.0,0.0
506.txt,International Times,"",Kronos protests break out in violence,20131112,"",Black smoke could be seen coming from the presidency compound in Abila.,"smoke,presidency,compound",black,"see,come","","","","",Abila,"",-0.16666666666666666,0.43333333333333335
506.txt,International Times,"",Kronos protests break out in violence,20131112,"","<< Continue reading the main story >>	
A Protectors of Kronos spokesperson stated ""In Kronos the legacies of the environmental neglect and lack of concern for the people mean that few even hope for change anymore.","story,spokesperson,legacy,neglect,lack,concern,people,change","main,environmental,few","continue,read,state,mean,hope","","Protectors of Kronos,Kronos","","","","",-0.11527777777777777,0.3736111111111111
506.txt,International Times,"",Kronos protests break out in violence,20131112,"","For this reason, anger has been simmering for years, but now it has boiled over""","reason,anger,year","","simmer,boil","","","",years,"","",-0.7,0.2
506.txt,International Times,"",Kronos protests break out in violence,20131112,"",Police used water to disperse the protesters who were throwing stones at the building.,"police,water,protester,throwing,stone,building","","use,disperse","","","","","","",0.0,0.0
506.txt,International Times,"",Kronos protests break out in violence,20131112,"",There were also reports of an attempted storming of the office.,"report,storming,office","",attempt,"","","","","","",0.0,0.0
506.txt,International Times,"",Kronos protests break out in violence,20131112,"","""People protest because they are suffering, because they don't have medical help.","people,help",medical,"protest,suffer,have","","","","","","",0.0,0.0
506.txt,International Times,"",Kronos protests break out in violence,20131112,"","We demand the government resign,"" Terek Kamal, a truck driver, told the Times.","government,truck,driver","","demand,resign,tell",Terek Kamal,Times,"","","","",0.0,0.0
506.txt,International Times,"",Kronos protests break out in violence,20131112,"","The unrest began in Abila earlier in the week, with protests over the dismissal of several Kronosian employees from energy giant GAStech International.","unrest,week,protest,dismissal,employee,energy,giant","several,kronosian",begin,"","Kronosian,GAStech International","",earlier in the week,Abila,"",0.0,0.375
506.txt,International Times,"",Kronos protests break out in violence,20131112,"","GAStech has its roots in Tethys, although many directors live in Kronos.","root,director",many,"have,live","","GAStech,Tethys,Kronos","","","","",0.3181818181818182,0.5
506.txt,International Times,"",Kronos protests break out in violence,20131112,"",This appears to be a case of simmering frustration boiling over.,"case,simmering,frustration","","appear,be,boil","","","","","","",0.0,0.0
506.txt,International Times,"",Kronos protests break out in violence,20131112,"",The administration is highly supportive of GAStech and its tax income to the government coffers - yet seems to ignore any pressing issues but its own above-average pay packets.,"administration,tax,income,government,coffer,issue,pay,packet","supportive,own,average","seem,ignore,press","",GAStech,"","","","",0.55,1.0
506.txt,International Times,"",Kronos protests break out in violence,20131112,"",The environmental  situation is desperate.,situation,"environmental,desperate","","","","","","","",-0.6,1.0
506.txt,International Times,"",Kronos protests break out in violence,20131112,"","Hundreds of rural citizens are suffering major illnesses apparently caused by exposure to GAStech waste streams, although this has not been official substantiated or acknowledge by either the company or government.","hundred,citizen,illness,exposure,waste,stream,company,government","rural,suffering,major","cause,substantiate,acknowledge","",GAStech,"","","","",-0.021875000000000002,0.2125
506.txt,International Times,"",Kronos protests break out in violence,20131112,"",That is what sparked the initial protests in Abila - but empathy with their cause brought demonstrators out in towns across Kronos.,"protest,empathy,cause,demonstrator,town",initial,"spark,bring","","","","","Abila,Kronos","",0.0,0.0
506.txt,International Times,"",Kronos protests break out in violence,20131112,"","Initially peaceful, these protest are now increasingly violent, and both police and citizens are caught in sometime fatal crossfire.  
Kronos President  Dorel Kapelou II is quoted as saying he would be calling an urgent meeting of the top leadership to address the ""terrorist threat to peace"" in the country.","protest,police,citizen,crossfire,meeting,leadership,threat,peace,country","peaceful,violent,fatal,urgent,top,terrorist","catch,quote,say,call,address",Dorel Kapelou II,"","","",Kronos,"",-0.01666666666666668,0.6666666666666666
443.txt,International Times,"",Global disasters drain charity coffer,19991114,"",ew appeals campaigns on the horizon to maintain liquidity.,"appeal,campaign,horizon,liquidity","",maintain,"","","","","","",0.0,0.0
443.txt,International Times,"",Global disasters drain charity coffer,19991114,"",Aid agencies have warned that the monetary and food needs have increased worldwide and that they may not be able to meet basic needs.,"aid,agency,food,need,need","monetary,able,basic","warn,increase,be,meet","","","","","","",0.25,0.375
443.txt,International Times,"",Global disasters drain charity coffer,19991114,"","The UN Office for Coordination of Humanitarian Affairs says that 15 million people remain in need of vital goods and services, because the number and severity of crises has resulted in a lack of ""food, healthcare, and access to livelihoods.""","people,need,good,service,number,severity,crisis,lack,food,healthcare,access,livelihood",vital,"say,remain,result","",The UN Office for Coordination of Humanitarian Affairs,"","","","",0.1,0.4
443.txt,International Times,"",Global disasters drain charity coffer,19991114,"","One new aid group, CARING Singapore has been recently formed In response to the conflict in Kosovo.","aid,group,response,conflict",new,form,"",CARING Singapore,"","",Kosovo,"",0.06818181818181818,0.3522727272727273
443.txt,International Times,"",Global disasters drain charity coffer,19991114,"",Dr. Jayala Mahmed was unable to find an existing organization to sponsor her to volunteer her medical services there.,"organization,service","unable,medical","find,exist,sponsor,volunteer",Jayala Mahmed,"","","","","",-0.25,0.25
443.txt,International Times,"",Global disasters drain charity coffer,19991114,"",CARING Singapore has sent five missions to Kosovo to provide mobile medical care.,"mission,care","mobile,medical","send,provide","","","","",Kosovo,"",0.0,0.0
443.txt,International Times,"",Global disasters drain charity coffer,19991114,"",They have also launched a fundraising effort in collaboration with the governments of Malaysia.,"fundraising,effort,collaboration,government","",launch,"","","","",Malaysia,"",0.0,0.0
443.txt,International Times,"",Global disasters drain charity coffer,19991114,"","""We stand ready to help, but funding is difficult to find,"" stated Dr. Mahmed.",funding,"ready,difficult","stand,help,be,find,state",Mahmed,"","","","","",-0.15,0.75
443.txt,International Times,"",Global disasters drain charity coffer,19991114,"","""So much is needed but so much has already been spent.""","","much,much","need,spend","","","","","","",0.10000000000000002,0.16666666666666666
443.txt,International Times,"",Global disasters drain charity coffer,19991114,"","Thirteen people were injured on Tuesday in Izmit, Turkey, as people mobbed a government relief convoy, officials said.","people,people,government,relief,convoy,official","","injure,mob,say","","","",Tuesday,"Izmit,Turkey","",0.0,0.0
443.txt,International Times,"",Global disasters drain charity coffer,19991114,"","Some 20,000 people are feared dead in the two earthquakes that have occurred this year.","people,earthquake,year",dead,"fear,occur","","","",this year,"","",-0.2,0.4
443.txt,International Times,"",Global disasters drain charity coffer,19991114,"",CARING Singapore has dispatched relief teams to Turkey.,"relief,team","",dispatch,"",CARING Singapore,"","",Turkey,"",0.0,0.0
443.txt,International Times,"",Global disasters drain charity coffer,19991114,"","Yet, aid organizations are stretched to their limits.","aid,organization,limit","",stretch,"","","","","","",-0.05,0.0
443.txt,International Times,"",Global disasters drain charity coffer,19991114,"",Wellness for All assisted ad-hoc emergency medical teams during the September earthquake in central Taiwan that measured 7.3 on the Richter scale.,"emergency,team,earthquake,scale","medical,central","assist,measure","",Wellness for All,"",September,Taiwan,"",0.0,0.125
443.txt,International Times,"",Global disasters drain charity coffer,19991114,"","""The response from the Emergency Teams was impressive, but uncoordinated,"" stated a Wellness for All spokesperson.","response,spokesperson","impressive,uncoordinated",state,"","the Emergency Teams,Wellness for All","","","","",1.0,1.0
443.txt,International Times,"",Global disasters drain charity coffer,19991114,"","""We were never sure if we were headed to locations most desperate.",location,"sure,desperate",head,"","","","","","",-0.11666666666666665,0.7962962962962963
443.txt,International Times,"",Global disasters drain charity coffer,19991114,"","We soon ran out of medicines and funds to support our aid teams and had to return home.""","medicine,fund,aid,team","","run,support,have,return","","","","","","",0.0,0.0
443.txt,International Times,"",Global disasters drain charity coffer,19991114,"","While the global press reported over 2500 people were killed and 100,000 buildings were destroyed, local press reported people felt they were being properly cared for and declined relief aid.","press,people,building,press,people,relief,aid","global,local","report,kill,destroy,report,feel,care,decline","","","","","","",-0.05,0.025
443.txt,International Times,"",Global disasters drain charity coffer,19991114,"","The Global Emergency Disaster Organization report their members are doing all they can to get aid through to earthquake victims, but they need a huge injections of funds to do so.","member,aid,earthquake,victim,injection,fund",huge,"report,do,get,need,do","",The Global Emergency Disaster Organization,"","","","",0.20000000000000004,0.45
