noticia,medio,autor,titulo,fecha,lugar,oracion,sustantivos,adjetivos,verbos,personas,organizaciones,lugares,fechas,geopoliticos,eventos,polaridad,subjetividad,cant_personas
309.txt,Worldwise,,The protest turns violent one in Abil,20090621,"ABILA, Kronos","A gathering of the hundreds of protestateurs combined with ""guards the movement of Kronos"" turned to violence today as the annoyed activists exhaled their dissatisfaction on the innocent citizens with Abila after having heard the news of died of Elian Karel of the Chief of POK.","gathering,hundred,protestateur,guard,movement,violence,today,activist,dissatisfaction,citizen,news","annoyed,innocent","combine,turn,exhale,hear,die","Abila,Elian Karel",POK,,today,,,0.04999999999999999,0.75,2
357.txt,The Orb,,ELIAN KAREL DIED IN PRISON OF KRONO,20090621,"ABILA, Kronos","It was only a few years more than Juliana Vann, a friend who died in 1998 of the toxin poisoning caused by emptying illegal company GAStech de Tethyn.","year,friend,toxin,poisoning,company","few,more,illegal","die,cause,empty",Juliana Vann,GAStech de Tethyn,,"only a few years,1998",,,-0.05,0.525,1
20.txt,The Truth,,Protest becomes violent in Abil,20090621,"ABILA, Kronos",A collection of hundreds of protestors which is united with the guards of movement Kronos which is twisted today to violence since the angry activists their dissatisfaction on the innocent citizens of Abila after hearing the news of POK the death of leader Elian Karel.,"collection,hundred,protestor,guard,movement,today,violence,activist,dissatisfaction,citizen,news,death,leader","angry,innocent","unite,twist",Elian Karel,"Kronos,POK",,today,Abila,,-0.16666666666666666,0.9,1
14.txt,News Online Today,,Protest Turns Violent in Abila,20090621,"ABILA, Kronos","A rally of hundreds of protestors allied with the ""Protectors of Kronos"" movement turned to violence today as angry activists vented their displeasure on the innocent citizens of Abila after hearing the news of POK leader Elian Karel's death.","rally,hundred,protestor,movement,violence,today,activist,displeasure,citizen,news,leader,death","angry,innocent","ally,turn,vent,hear",Elian Karel,POK,,today,Abila,,0.0,0.85,1
357.txt,The Orb,,ELIAN KAREL DIED IN PRISON OF KRONO,20090621,"ABILA, Kronos","Elian Karel, age 28, died Friday while illegally imprisoned with the prison of town of Abila.","age,prison,town",,"die,imprison",Elian Karel,,,"age 28,Friday",Abila,,-0.5,0.5,1
454.txt,News Online Today,,LEADERSHIP CHANGE FOR PO,20090621,"ABILA, Krono","Following the unexpected death of Elian Karel, Silvia Marek has taken over the leadership role of the Protectors of Kronos.","death,leadership,role",unexpected,"follow,take","Elian Karel,Silvia Marek",Kronos,,,,,0.05,0.55,2
454.txt,News Online Today,,LEADERSHIP CHANGE FOR PO,20090621,"ABILA, Krono",Elian Karel died while in police custody on 19 June.,"police,custody",,die,Elian Karel,,,19 June,,,0.0,0.0,1
204.txt,News Online Today,,SPONTANEOUS PROTESTS ERUPT AROUND ABILA,20090621,"ABILA, Kronos","A unifying theme of the protesters was the chanted slogans including ""Justice for Elian"" in reference to previously mentioned activist Elian Karel and ""Remember Juliana"", a young girl from Elodis who died in 1998 allegedly from the effects of water contamination.","theme,protester,slogan,justice,reference,activist,girl,effect,water,contamination","unifying,young","chant,include,mention,remember,die","Elian,Elian Karel,Juliana",,,1998,Elodis,,-0.05555555555555555,0.2222222222222222,3
162.txt,The Guide,,The protest gives violent return in Abil,20090621,"ABILA, Kronos","A meeting of hundreds of protestors allied with ""protectors the movement of Kronos"" given return to the violence today as the angry activists expressed their displeasure in the innocent citizens of Abila after hearing the news of the death of Elian Karel of the POK leader.","meeting,hundred,protestor,protector,movement,return,violence,today,activist,displeasure,citizen,news,death,leader","angry,innocent","ally,give,express",Elian Karel,"Kronos,POK",,today,Abila,,0.0,0.85,1
353.txt,World Source,,Profile:  Elian Karel ,20090622,,"Resurrecting the embers of the Juliana Vann campaign, the 10 year old girl who died from illnesses attributed to the government-favored GASTech corporation's industrial waste streams in 1998, Karel was arrested and thrown in jail following a POK-initiated human roadblock in front of GAStech headquarters in May.","ember,campaign,year,girl,illness,government,corporation,waste,stream,jail,roadblock,front,headquarters","old,industrial,human","resurrect,die,attribute,favor,arrest,throw,follow,initiate","Juliana Vann,Karel","GASTech,POK,GAStech",,"10 year old,1998",,,-0.04,0.08,2
24.txt,International Times,,Profile:  Elian Karel,20090622,,<<deleted image of Elian Karel speaking at a rally in Abila>>,"image,rally",,"delete,speak",Elian Karel,,,,Abila,,0.0,0.0,1
353.txt,World Source,,Profile:  Elian Karel ,20090622,,"<<deleted image of Elian Karel speaking at a rally in Abila>> 

Voice of protest for some, popularist demagogue for others, Protectors of Kronos leader Elian Karel became a martyr and a rallying point for some; a figure of disdain and rabblerousing for others, and a political concern to the Kronosian government, within an event filled year, accented by his suspicious death on Friday.","image,rally,voice,protest,demagogue,other,leader,martyr,rallying,point,figure,disdain,rabblerousing,other,concern,government,event,year,death","popularist,political,kronosian,suspicious","delete,speak,become,fill,accent","Elian Karel,Elian Karel",Protectors of Kronos,,"year,Friday",Abila,,0.2,0.5,2
155.txt,News Online Today,,Profile:  Elian Karel ,20090622,,"<<deleted image of Elian Karel speaking at a rally in Abila>> 

Voice of protest for some, popularist demagogue for others, Protectors of Kronos leader Elian Karel became a martyr and a rallying point for some; 

Resurrecting the embers of the Juliana Vann campaign, the 10 year old girl who died from illnesses attributed to the government-favored GASTech corporation's industrial waste streams in 1998, Karel was arrested and thrown in jail following a POK-initiated human roadblock in front of GAStech headquarters in May.","image,rally,voice,protest,demagogue,other,leader,martyr,rallying,point,ember,campaign,year,girl,illness,government,corporation,waste,stream,jail,roadblock,front,headquarters","popularist,old,industrial,human","delete,become,resurrect,die,attribute,favor,arrest,throw,follow,initiate","Elian Karel,Elian Karel,Juliana Vann,Karel","Protectors of Kronos,GASTech,GAStech",,"10 year old,1998",Abila,,-0.04,0.08,4
385.txt,The Explainer,,THE SPONTANEOUS PROTESTS ENTER ERUPTION AROUND ABIL,20090622,"ABILA, Kronos","A subject of the unification of the demonstrators was the mottos sung including ""justice for Elian"" in reference to the activist previously mentioned Elian Karel and ""to remember Julian"", a young girl of Elodis that died in 1998 alleged of the effects of the contamination of the water.","subject,unification,demonstrator,motto,justice,reference,activist,girl,effect,contamination,water",young,"sing,include,mention,remember,die,allege","Elian,Elian Karel,Julian,Elodis",,,1998,,,-0.08333333333333333,0.25,4
385.txt,The Explainer,,THE SPONTANEOUS PROTESTS ENTER ERUPTION AROUND ABIL,20090622,"ABILA, Kronos","The activists are protesting the death yesterday of Elian Karel, protector of the activist of Kronos (POK) that died in jail after being arrested for the fiscal evasion.","activist,death,yesterday,protector,activist,jail,evasion",fiscal,"die,arrest",Elian Karel,"Kronos,POK",,yesterday,,,-0.1,0.0,1
24.txt,International Times,,Profile:  Elian Karel,20090622,,"Voice of protest for some, popularist demagogue for others, Protectors of Kronos leader Elian Karel became a martyr and a rallying point for some; a figure of disdain and rabblerousing for others, and a political concern to the Kronosian government, within an event filled year, accented by his suspicious death on Friday.","voice,protest,demagogue,other,leader,martyr,rallying,point,figure,disdain,rabblerousing,other,concern,government,event,year,death","popularist,political,kronosian,suspicious","become,fill,accent",Elian Karel,Protectors of Kronos,,"year,Friday",,,0.2,0.5,1
24.txt,International Times,,Profile:  Elian Karel,20090622,,"Once, after GAStech CEO Sten Sanjorge Jr. likened the POK to a terrorist group in a press interview, Karel  quipped, ""Sanjorge is a brilliant leader of GAStech.","group,press,interview,leader","terrorist,brilliant","liken,quip","Sten Sanjorge Jr.,Karel,Sanjorge","GAStech,POK,GAStech",,,,,0.9,1.0,3
24.txt,International Times,,Profile:  Elian Karel,20090622,,"Resurrecting the embers of the Juliana Vann campaign, the 10 year old girl who died from illnesses attributed to the government-favored GASTech corporation's industrial waste streams in 1998, Karel was arrested and thrown in jail following a POK-initiated human roadblock in front of GAStech headquarters in May.","ember,campaign,year,girl,illness,government,corporation,waste,stream,jail,roadblock,front,headquarters","old,industrial,human","resurrect,die,attribute,favor,arrest,throw,follow,initiate","Juliana Vann,Karel","GASTech,POK,GAStech",,"10 year old,1998",,,-0.04,0.08,2
149.txt,World Journal,,Profile:  Elian Karel,20090623,,"<<deleted the image of Elian Karel speaking with a gathering in Abila>>

The voice of the protest for some, the demagogue of popularist for others, guards of the Chief Elian Karel of Kronos became a gathering martyrdom and point for some; a figure of scorn and rabblerousing for others, and a political concern with the government of Kronosian, in one year filled by event, accentuated by its suspicious death Friday.","image,gathering,voice,protest,demagogue,popularist,other,guard,gathering,martyrdom,point,figure,scorn,rabblerousing,other,concern,government,year,event,death","political,suspicious","delete,speak,become,fill,accentuate","Elian Karel,Elian Karel",,,"one year,Friday",Abila,,0.2,0.5,2
268.txt,The Continent,,Profile:  Elian Karel,20090623,,"The LEADER of forbearant environment activist group, Karel had started an already mark of policy of him, which POK in the projector of this island nation operated.

With fuel action-based provide organization, instead of floating one guard for their government to solicit aright to make by a growing dissatisfaction with the awkward government Kronosian, started he POK in on.

Doing embers of the campaign of Juliana Vann, revive 10 the one person whose birthday it is little girl that to sicknesses died which to government-approved are attributed the industry waste streams of the company GASTech in 1998, Karel was arrested and was thrown in prison dam for headquarters GAStech in May, human put, after pOK-In a functioning.","leader,environment,activist,group,mark,policy,projector,island,nation,fuel,action,organization,guard,government,aright,dissatisfaction,government,ember,campaign,person,birthday,girl,sickness,government,industry,waste,stream,company,prison,dam,headquarters,human,pok,functioning","forbearant,awkward,little","start,operate,base,provide,float,solicit,make,grow,start,do,revive,be,die,approve,attribute,arrest,throw,put","Karel,Juliana Vann","POK,GASTech,Karel,GAStech",,"1998,May",,,-0.246875,0.4,2
268.txt,The Continent,,Profile:  Elian Karel,20090623,,<<deleted picture of Elian Karel speaking at a collection in Abila>>,"picture,collection",,"delete,speak",Elian Karel,,,,Abila,,0.0,0.0,1
268.txt,The Continent,,Profile:  Elian Karel,20090623,,"The voice of protest what, populist demagogue became others, guards of Kronos LEADER Elian Karel a martyr and collecting point for what; a figure of contempt and the rabblerousing for an others, and political care to the government Kronosian, within an event filled year, which is accentuated by its verdachte dead on Friday.","voice,protest,demagogue,other,guard,leader,martyr,collecting,point,figure,contempt,rabblerousing,other,care,government,event,year,verdachte","populist,political,dead","become,fill,accentuate",Elian Karel,Kronos,,"year,Friday",,,0.06666666666666668,0.4666666666666666,1
387.txt,Everyday News,,Profile:  Elian Karel,20090623,,"<<deleted the image of Elian Karel that spoke in a meeting in Abila>>

The voice of the protest for some, demagog for others, protective of popularist of the leader Elian Karel de Kronos became martyr and a point of the meeting for some; a figure of the disdain and rabblerousing for others, and a political preoccupation to the government of Kronosian, within a filled year event, accentuated by its suspicious death Friday.","image,meeting,voice,protest,other,popularist,leader,martyr,point,meeting,figure,disdain,rabblerousing,other,preoccupation,government,year,event,death","demagog,protective,political,suspicious","delete,speak,become,fill,accentuate","Elian Karel,Elian Karel de Kronos,Kronosian",,,Friday,Abila,,0.2,0.5,3
149.txt,World Journal,,Profile:  Elian Karel,20090623,,"By fanning embers of Juliana Vann to make countryside, the 10 year old girl who died of the diseases allotted to the industrial jets of reject of the government-favored company of GASTech in 1998, Karel was stopped and thrown in prison according to a human stopping of road POK-launched in front of registered offices of GAStech in May.","ember,countryside,year,girl,disease,jet,reject,government,company,prison,human,stopping,road,front,office","old,industrial","fan,make,die,allot,favor,stop,throw,accord,launch,register","Juliana Vann,Karel","GASTech,GAStech",,"10 year old,1998",,,0.05,0.15000000000000002,2
566.txt,News Online Today,,NO PROGRESS ON INVESTIGATION OF POK LEADER DEAT,20090812,"ABILA, Kronos",When the official coroners report was released last month about the death of POK leader Elian Karel there was no mention of the wounds observed on Karels body by eyewitnesses.,"coroners,report,month,death,leader,mention,wound,body,eyewitness","official,last","release,observe","Elian Karel,Karels",POK,,last month,,,0.0,0.06666666666666668,2
812.txt,The Abila Post,,ANNIVERSARY OF PROTEST,20100613,"ABILA, Kronos","Last year spontaneous protests and riots broke out around Abila in response to the death of Elian Karel, a Protectors of Kronos (POK) activist.","year,protest,riot,response,death,activist","last,spontaneous",break,Elian Karel,"Protectors of Kronos,POK",,Last year,Abila,,0.3,0.4833333333333333,1
34.txt,Central Bulletin,,ANNIVERSARY OF PROTESTS,20100614,"ABILA, Kronos","Last year spontaneous protests and riots broke out around Abila in response to the death of Elian Karel, a Protectors of Kronos (POK) activist.","year,protest,riot,response,death,activist","last,spontaneous",break,Elian Karel,"Protectors of Kronos,POK",,Last year,Abila,,0.3,0.4833333333333333,1
334.txt,The Explainer,,ANNIVERSARY OF PROTEST,20100614,"ABILA, Kronos","The spontaneous protests and uproars the last year exploded around Abila in answer to the death of Elian Karel, the protectors of the activist of Kronos (POK).","protest,uproar,year,answer,death,protector,activist","spontaneous,last",explode,Elian Karel,"Kronos,POK",,the last year,Abila,,0.3,0.4833333333333333,1
378.txt,News Online Today,,ANNIVERSARY OF PROTESTS,20100614,"ABILA, Kronos","Last year spontaneous protests and riots broke out around Abila in response to the death of Elian Karel, a Protectors of Kronos (POK) activist.","year,protest,riot,response,death,activist","last,spontaneous",break,Elian Karel,"Protectors of Kronos,POK",,Last year,Abila,,0.3,0.4833333333333333,1
